timestamp,token,user_id,id,value
2016-02-03 17:23:10.743775+00:00,67e1679b-032e-0e45-0086-e1812b92e2c6,1,419,54
2016-02-03 17:24:22.190864+00:00,db17b3e0-c686-2310-a77e-75c9c072fd63,1,420,61
2016-02-03 17:24:32.405053+00:00,f01bb2a3-9618-3f75-6b91-efc3756137a4,1,421,0
2016-02-03 17:24:57.005828+00:00,3ea3a63c-e703-4305-69b4-b5c8e90469ba,1,422,3
2016-02-03 17:26:03.699132+00:00,c52c05c0-2ebf-51a7-cc9e-365a2ef7c716,1,423,55
2016-02-03 17:26:24.892759+00:00,eae6e7ff-aa31-c6e1-2980-0bb71e0d7acf,1,424,21
2016-02-03 19:00:10.487523+00:00,76369b6d-b75b-d5dc-3ef9-5fd4366bbe57,1,425,52
2016-02-03 19:00:44.276578+00:00,a0a82d8a-797f-fb19-dc2a-5b202452204e,1,426,26
2016-02-03 19:04:11.084506+00:00,b6c7345e-66ad-7abe-cde3-ab4e28286051,4,427,41
2016-02-04 18:11:45.901907+00:00,90450bd9-94ef-5bf4-63d1-231a4ca24344,4,428,257
2016-02-04 18:11:52.146011+00:00,89e8de3c-0bb8-9634-c591-b3a0251a3e97,4,429,2
2016-02-04 18:12:33.773931+00:00,4825548f-834b-037d-d1d5-687bc0945456,4,430,33
2016-02-04 18:19:44.222474+00:00,e3f3806d-3b8c-017d-e218-b6b81143ef0f,4,431,76
2016-02-04 18:20:55.638120+00:00,a79a63f7-ac3e-1224-d2db-8117fbe4b77b,4,432,66
2016-02-04 18:23:35.693065+00:00,9a3087f1-79f9-a464-1c86-12ce705dbb22,4,433,102
2016-02-04 18:25:29.988072+00:00,078c967e-2037-0b09-3cbb-3d63833faff5,4,434,109
2016-02-04 18:27:05.050295+00:00,44f5c90b-77b2-51cb-c828-07b0a4b12c2b,4,435,94
2016-02-04 18:29:09.794689+00:00,6fa3b0a6-6a0a-7ce5-6592-b318a041d333,4,436,120
2016-02-04 18:30:28.074473+00:00,48317575-8a22-c6ec-2768-956a3a6351a5,4,437,74
2016-02-04 18:31:23.150856+00:00,cb231005-7809-0e46-671a-6d19d31b359d,4,438,53
2016-02-04 18:33:10.569372+00:00,75fe4aa4-0aee-dacd-1517-9614fa655eaf,4,439,104
2016-02-04 18:34:17.137866+00:00,0252a0ef-8155-fccc-8b3c-8154b066d368,4,440,62
2016-02-04 18:35:59.695353+00:00,9899a997-52dd-379e-30b0-1aed6d3b18c2,4,441,98
2016-02-04 18:36:27.404004+00:00,6104d709-f68e-002c-5ebd-6342cc6c79b6,4,442,25
2016-02-04 18:37:07.999445+00:00,9ba81761-bc81-4bdc-f464-6fd6d530d964,4,443,39
2016-02-04 18:44:28.053613+00:00,33cd806b-7e3a-3c40-863a-997fd37fc4cc,4,444,43
2016-02-04 18:44:57.911975+00:00,1cb4b870-e805-42e3-0f5f-a73974b8a511,4,445,29
2016-02-04 18:46:52.445063+00:00,0106313d-d67e-abaf-da34-29934b3206ec,4,446,110
2016-02-04 18:48:29.715032+00:00,5d7567f4-7c8e-759d-99ba-0a47fecd8ce9,4,447,84
2016-02-04 18:54:04.631562+00:00,8981655e-6838-33f3-e116-c9bee1908360,4,448,71
2016-02-04 18:55:10.294382+00:00,cfd053cd-4942-9d6a-b3b3-5438b1805c2b,4,449,30
2016-02-04 18:56:17.113538+00:00,aa00386e-8209-6564-0cbe-8989925f04a8,4,450,64
2016-02-04 18:56:21.633197+00:00,4e432d5f-8e5a-d327-8beb-9b116dcc2051,4,451,0
2016-02-04 18:58:30.310881+00:00,0425fbc0-ada3-734c-826d-f88ec4e57cc7,4,452,125
2016-02-04 18:59:24.437847+00:00,474b4f85-9cc3-c3aa-ba2c-3cbcb40068b5,4,453,50
2016-02-04 19:07:11.198159+00:00,2408c72d-ed3f-61dd-bc3b-1e4659dd134a,4,454,31
2016-02-04 19:07:18.753651+00:00,33725874-c7ff-c1e7-b247-39daa8b8defa,4,455,0
2016-02-04 19:07:21.252822+00:00,fcd09287-258f-65c2-cfb1-c00c064b6b10,4,456,0
2016-02-04 19:08:10.876517+00:00,c542d78c-1c6c-f9b5-d197-9d9467414f48,4,457,41
2016-02-04 19:09:15.414700+00:00,e317007b-1554-223a-96ca-1036e4b06815,4,458,62
2016-02-04 19:11:04.563021+00:00,e1658c89-16e0-3aea-52d7-72979dace76e,4,459,97
2016-02-04 20:12:41.894451+00:00,663c8c12-37dc-4f11-aeac-2ba8e23e36a6,4,460,44
2016-02-04 20:13:40.914348+00:00,327d2572-50e0-0a8d-2cd6-cadb186f1181,4,461,57
2016-02-04 20:15:22.322328+00:00,dd677de6-39bd-9fd9-1520-ffbac3bb82b4,4,462,95
2016-02-04 20:15:24.726829+00:00,b8b0bbf7-80f1-8144-46b1-e99ea9568739,4,463,0
2016-02-04 20:15:27.318917+00:00,d8237494-cb0e-3416-9d51-cd229be345f9,4,464,0
2016-02-04 20:15:28.778396+00:00,4f9a6283-3c30-17ba-1e7b-c161a610f013,4,465,0
2016-02-04 20:16:05.490667+00:00,aa44d932-2e53-d56b-02b8-b5c78641a7f0,4,466,35
2016-02-04 20:17:38.727015+00:00,ae884899-37c2-1555-77dd-f4d44c1198a9,4,467,74
2016-02-04 20:21:28.272542+00:00,4643ab89-3e32-94ad-4172-73e3ef8b0f9b,4,468,138
2016-02-04 20:23:07.217253+00:00,64d1b882-ef98-b612-69a6-fb6b670a4777,4,469,94
2016-02-04 20:23:09.657174+00:00,ee5b618a-e6df-48a7-2146-84116e75989b,4,470,0
2016-02-04 20:23:46.194685+00:00,9ee388b8-3ac6-8ab1-0e39-d8a67f3d95d0,4,471,34
2016-02-04 20:24:48.181289+00:00,ee730546-a9ae-7e37-7450-fd19b6bd78d7,4,472,50
2016-02-04 20:27:10.437512+00:00,917f5893-6931-b16c-e158-149f9451e67a,4,473,108
2016-02-04 20:29:56.568283+00:00,cc57d5b9-a3b5-1092-37c6-1fa339627cd0,4,474,158
2016-02-04 20:31:24.447838+00:00,bbf09002-a090-857e-fc50-6f19d828efc0,4,475,82
2016-02-04 20:33:28.538911+00:00,dc841cb5-1071-fe74-125d-97f7db2f3200,4,476,73
2016-02-04 20:35:01.845927+00:00,63c8a8ee-c5b7-2d1b-f9ff-31fa1a3341aa,4,477,84
2016-02-04 20:36:59.661252+00:00,30381900-cb44-f618-863b-130e28f2c93a,4,478,91
2016-02-04 20:37:05.232271+00:00,618abd3e-5f79-500e-5448-fcf60ce3e122,4,479,4
2016-02-04 20:39:36.918615+00:00,1539bedf-03a8-b6b3-73eb-433db21ab5ab,4,480,114
2016-02-04 20:40:41.850752+00:00,a5a2b91d-0607-a254-028e-08112f9dc8e5,3,481,72
2016-02-04 20:45:58.310478+00:00,a2617dee-5cf0-b1c5-5a37-fe8a341d987d,4,482,115
2016-02-04 20:48:20.391134+00:00,7f9f6fc6-4e30-d760-e0c2-da9cd4dd211a,4,483,137
2016-02-04 20:49:39.309228+00:00,124cba2c-0bf0-f458-1118-2b892f9268b6,4,484,74
2016-02-04 20:50:13.808660+00:00,de66b05e-b993-1faf-aa40-b037f078540a,4,485,30
2016-02-04 20:51:46.060175+00:00,e5ef4185-c468-e6b6-1c3c-c94147b2b1da,4,486,87
2016-02-04 20:55:23.113271+00:00,50322f08-7b80-1df0-9f1a-8168367587e0,4,487,63
2016-02-04 20:55:26.620170+00:00,c07b9a6c-175c-5c04-a825-77362b761180,4,488,0
2016-02-04 20:56:30.112727+00:00,63cb726c-cddc-bc02-8d7e-73dd5de3896a,4,489,61
2016-02-04 20:58:14.661203+00:00,04555297-c813-40e2-e427-c49b1b5eac7b,4,490,95
2016-02-04 20:59:05.390597+00:00,5c1ad7f9-fc54-9f82-5b47-ce6420147960,4,491,49
2016-02-04 21:03:03.536386+00:00,4291676c-0ab8-0784-55ab-938b7f4b5cd1,4,492,132
2016-02-04 21:30:50.704211+00:00,b83a1722-6f4b-5a97-5580-d5ec8aedbab0,4,493,189
2016-02-04 21:33:09.655215+00:00,be5235b6-0c90-d4a7-0d36-abb5496829ed,4,494,126
2016-02-04 21:34:34.754747+00:00,723a0e9c-0e75-384b-b634-91d4d3383a2e,4,495,80
2016-02-04 21:36:42.259470+00:00,c9853166-5545-8f3d-51ab-00e2439481d6,4,496,123
2016-02-04 21:37:18.519366+00:00,5240f4d7-1502-d638-61d7-0f51d5b96fb4,4,497,26
2016-02-04 21:39:14.698249+00:00,6f8138c2-8e09-8d7b-93ed-84c2400e7e8a,4,498,104
2016-02-04 21:39:47.156408+00:00,b1ba4424-505d-08b5-51e2-fd8149f4c496,4,499,29
2016-02-04 21:41:39.006938+00:00,1373ff25-c53f-4143-930e-15f869058431,4,500,108
2016-02-04 21:43:28.699138+00:00,00b20f0f-92a3-982e-201b-57786e652576,4,501,105
2016-02-04 21:45:32.325440+00:00,8cc301e5-9520-d445-3cac-544e9e358ff7,4,502,120
2016-02-04 21:46:38.416715+00:00,01e711a7-4048-53cb-94e9-c92b5b7167e6,4,503,61
2016-02-04 21:46:47.440210+00:00,1ce8dbbe-6797-0956-a374-f669c41542d0,4,504,8
2016-02-04 21:47:40.013857+00:00,d9533404-ad82-282b-3436-3e41944b4b5a,4,505,48
2016-02-04 21:47:41.708690+00:00,2578fe4b-d088-1065-e2c5-5328e993a60a,4,506,48
2016-02-04 21:55:49.223136+00:00,89976ed5-0360-d1be-1491-b602c68496ca,4,507,35
2016-02-04 21:59:08.978143+00:00,301730cb-8675-d1b2-eb79-7daed58c2cbb,4,508,0
2016-02-04 21:59:10.414685+00:00,ef475291-6222-8d53-86a9-397f939eb1b5,4,509,0
2016-02-04 21:59:48.802579+00:00,8f0b9e4c-f402-9068-bfd1-b9881d353dd1,4,510,35
2016-02-04 22:03:06.332833+00:00,51d03d08-7ff2-36c6-d047-f793cc7662d0,4,511,64
2016-02-04 22:04:39.981979+00:00,2a9956b4-8510-a4ba-c887-4153fad5177e,4,512,86
2016-02-04 22:05:47.546226+00:00,841e1e5a-cb05-a27f-c46c-1b1c8412b331,4,513,63
2016-02-04 22:06:52.985815+00:00,9794d718-2603-6277-e397-2ff8ab2de888,4,514,56
2016-02-04 22:08:07.552745+00:00,935a05d3-5b34-69f2-cb13-914f41d04f5a,4,515,70
2016-02-04 22:09:57.135074+00:00,fc59cbcc-9f14-0aa9-f662-ad0a5a145c33,4,516,80
2016-02-04 22:09:57.595704+00:00,a8b241d9-cfa7-f5df-d8f2-a7a0026f93d0,4,517,80
2016-02-04 22:11:58.327702+00:00,3dcee39c-8608-060e-92e4-77a2dc05090f,4,518,73
2016-02-04 22:12:34.274913+00:00,ae07d99f-2c32-e55b-7b42-4175402f8034,4,519,31
2016-02-04 22:12:44.715405+00:00,5cfc04fe-b2b9-62dd-1a21-5b61d0de8c87,4,520,0
2016-02-04 22:15:09.526975+00:00,b655c2f0-9549-50ff-b0a4-d4c01b186ed8,4,521,142
2016-02-04 22:16:07.058259+00:00,c41527b5-c3b8-73fc-f420-c5a82159e09f,4,522,56
2016-02-04 22:18:08.517180+00:00,de43fda1-3e53-bf71-39b3-f1959be5dcdc,4,523,116
2016-02-04 22:19:50.749004+00:00,3cfc3fc1-3bb5-3750-b4cd-cd4d76d3f925,4,524,57
2016-02-04 22:21:44.721010+00:00,d68f61a6-945b-bbf7-76f2-7bb2f33520cd,4,525,98
2016-02-04 22:23:17.202657+00:00,a26e0117-ee92-6f08-2712-d448f1afed98,4,526,75
2016-02-04 22:24:22.991799+00:00,d5444dbd-4fe2-347f-5e8c-f699e5c07c57,4,527,62
2016-02-04 22:25:28.726189+00:00,90da07c6-a2ee-1867-d315-77bc14dab29d,4,528,61
2016-02-04 22:26:41.183640+00:00,86a68383-7955-84b4-5eb9-6e005e0fa2b5,4,529,68
